zpid,Status Type,Status Text,Time On Zillow,Price,Area,Price Per Sqft,Zestimate,Zestimate Price Per Sqft,Rent Zestimate,Lot Area,Lot Area Unit,Beds,Bathrooms,Address,Street,City,State,Zipcode,Latitude,Longitude,Broker Name,is zillow owned,Sold Date,Sold Price,Image URL,Detail URL,Search Page URL
2066969359,SOLD,Sold,,1400000,1241,1128,1289900,1039,3351,,,2,2,"1808 Minor Avenue UNIT 1804, Seattle, WA 98101",1808 Minor Avenue UNIT 1804,Seattle,WA,98101,47.617115,-122.330734,,false,02/09/2022,1400000,https://photos.zillowstatic.com/fp/2213b69f1b9452b813940d1b6a10717b-p_e.jpg,https://www.zillow.com/homedetails/1808-Minor-Ave-1804-Seattle-WA-98101/2066969359_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
2068742421,SOLD,Sold,,319900,352,909,308200,876,839,,,0,1,"1808 Minor Avenue UNIT 811, Seattle, WA 98101",1808 Minor Avenue UNIT 811,Seattle,WA,98101,47.617115,-122.330734,,false,02/09/2022,319900,https://photos.zillowstatic.com/fp/4410a4b1f03f0f1cd01d475684f364b1-p_e.jpg,https://www.zillow.com/homedetails/1808-Minor-Ave-811-Seattle-WA-98101/2068742421_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
2066456766,SOLD,Sold,,892121,955,934,816700,855,2142,,,1,1,"121 Stewart Street UNIT 2702, Seattle, WA 98101",121 Stewart Street UNIT 2702,Seattle,WA,98101,47.610695,-122.34058,,false,01/27/2022,892121,https://photos.zillowstatic.com/fp/ad40b8917c0d05364c0af3e5219a38f7-p_e.jpg,https://www.zillow.com/homedetails/121-Stewart-St-UNIT-2702-Seattle-WA-98101/2066456766_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
48978182,SOLD,Sold,,475000,602,789,496400,825,1266,,,1,1,"1415 2nd Ave 1805, Seattle, WA 98101",1415 2nd Ave 1805,Seattle,WA,98101,47.609093,-122.33898,,false,01/26/2022,475000,https://photos.zillowstatic.com/fp/5cbc9872240b84b971babc8f952f19c7-p_e.jpg,https://www.zillow.com/homedetails/1415-2nd-Ave-UNIT-1805-Seattle-WA-98101/48978182_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
80112306,SOLD,Sold,,900000,1186,759,847100,714,2257,,,2,2,"819 Virginia Street UNIT 3004, Seattle, WA 98101",819 Virginia Street UNIT 3004,Seattle,WA,98101,47.616024,-122.3357,,false,01/26/2022,900000,https://photos.zillowstatic.com/fp/eedcfb28563ecc1e4fac2d2e5a0763f6-p_e.jpg,https://www.zillow.com/homedetails/819-Virginia-St-UNIT-3004-Seattle-WA-98101/80112306_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
2068457855,SOLD,Sold,,685000,684,1001,610200,892,1638,,,1,1,"1808 Minor Avenue UNIT 2800, Seattle, WA 98101",1808 Minor Avenue UNIT 2800,Seattle,WA,98101,47.617115,-122.330734,,false,01/26/2022,685000,https://photos.zillowstatic.com/fp/ff1a196cf0d88db282f81557d1bd90e8-p_e.jpg,https://www.zillow.com/homedetails/1808-Minor-Ave-2800-Seattle-WA-98101/2068457855_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
49086607,SOLD,Sold,,549995,925,595,599200,648,2749,0.595,acres,2,2,"1221 Minor Avenue UNIT 110, Seattle, WA 98101",1221 Minor Avenue UNIT 110,Seattle,WA,98101,47.611446,-122.32595,,false,01/21/2022,549995,https://photos.zillowstatic.com/fp/6ab960b10057770ed634bdd600b59cc8-p_e.jpg,https://www.zillow.com/homedetails/1221-Minor-Ave-APT-110-Seattle-WA-98101/49086607_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
2067086056,SOLD,Sold,,1375000,2027,678,1350600,666,4349,779.724,sqft,3,3,"1317 Minor Avenue UNIT D, Seattle, WA 98101",1317 Minor Avenue UNIT D,Seattle,WA,98101,47.61228,-122.32671,,false,01/21/2022,1375000,https://photos.zillowstatic.com/fp/9c53fa87e5c8b47d11163db87c35d859-p_e.jpg,https://www.zillow.com/homedetails/1317-Minor-Ave-D-Seattle-WA-98101/2067086056_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
337597294,SOLD,Sold,,854000,955,894,821900,861,2095,,,1,1,"121 Stewart Street UNIT 2502, Seattle, WA 98101",121 Stewart Street UNIT 2502,Seattle,WA,98101,47.610695,-122.34058,,false,01/13/2022,854000,https://photos.zillowstatic.com/fp/ad40b8917c0d05364c0af3e5219a38f7-p_e.jpg,https://www.zillow.com/homedetails/121-Stewart-St-2502-Seattle-WA-98101/337597294_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
49038732,SOLD,Sold,,560000,1050,533,,,2992,0.3311,acres,2,2,"1120 8th Avenue UNIT 904, Seattle, WA 98101",1120 8th Avenue UNIT 904,Seattle,WA,98101,47.609287,-122.329254,,false,01/11/2022,560000,https://photos.zillowstatic.com/fp/7d753eeb798bb73c888be02bdd9033b8-p_e.jpg,https://www.zillow.com/homedetails/1120-8th-Ave-APT-904-Seattle-WA-98101/49038732_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
305507277,SOLD,Sold,,655000,993,660,663400,668,1712,,,1,1,"1321 Seneca St, Seattle, WA 98101",1321 Seneca St,Seattle,WA,98101,47.611786,-122.324,,false,01/10/2022,655000,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=47.611785888671875,-122.3239974975586&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=cA-s1vBHNIL7kRtJs_0QWlNpmZM=",https://www.zillow.com/homedetails/1321-Seneca-St-Seattle-WA-98101/305507277_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
2068052943,SOLD,Sold,,655000,993,660,606100,610,1604,,,1,1,"1321 Seneca Street UNIT 307, Seattle, WA 98101",1321 Seneca Street UNIT 307,Seattle,WA,98101,47.61181,-122.323235,,false,01/10/2022,655000,https://photos.zillowstatic.com/fp/112c34083bfac2a57bbf525895ca6bcf-p_e.jpg,https://www.zillow.com/homedetails/1321-Seneca-St-307-Seattle-WA-98101/2068052943_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
48981626,SOLD,Sold,,1090000,969,1125,892400,921,2310,,,2,2,"98 Union Street UNIT 908, Seattle, WA 98101",98 Union Street UNIT 908,Seattle,WA,98101,47.608044,-122.33977,,false,01/07/2022,1090000,https://photos.zillowstatic.com/fp/1512a4c791a6217763551287d204dab6-p_e.jpg,https://www.zillow.com/homedetails/98-Union-St-APT-908-Seattle-WA-98101/48981626_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
49118204,SOLD,Sold,,648922,712,911,648800,911,1659,,,1,1,"1107 1st Avenue UNIT 1506, Seattle, WA 98101",1107 1st Avenue UNIT 1506,Seattle,WA,98101,47.606064,-122.338005,,false,01/04/2022,648922,https://photos.zillowstatic.com/fp/924956c705081d74d1873d1f285bd011-p_e.jpg,https://www.zillow.com/homedetails/1107-1st-Ave-APT-1506-Seattle-WA-98101/49118204_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
58388790,SOLD,Sold,,490000,1106,443,526800,476,1369,,,1,1,"1500 4th Avenue UNIT 1000, Seattle, WA 98101",1500 4th Avenue UNIT 1000,Seattle,WA,98101,47.610584,-122.33652,,false,12/30/2021,490000,https://photos.zillowstatic.com/fp/37cbe52a9b4c5f402bb8d7f99b326c1a-p_e.jpg,https://www.zillow.com/homedetails/1500-4th-Ave-APT-1000-Seattle-WA-98101/58388790_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
92569994,SOLD,Sold,,1250000,607,2059,1100400,1813,2836,,,0,0,"1920 4th Avenue UNIT 1608, Seattle, WA 98101",1920 4th Avenue UNIT 1608,Seattle,WA,98101,47.612988,-122.3393,,false,12/30/2021,1250000,https://photos.zillowstatic.com/fp/a1a22486ddca1edb0fcfc4ed2203a4a7-p_e.jpg,https://www.zillow.com/homedetails/1920-4th-Ave-UNIT-1608-Seattle-WA-98101/92569994_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
337597305,SOLD,Sold,,1530000,1041,1470,1466600,1409,3701,,,2,2,"121 Stewart Street UNIT 2707, Seattle, WA 98101",121 Stewart Street UNIT 2707,Seattle,WA,98101,47.610695,-122.34058,,false,12/30/2021,1530000,https://photos.zillowstatic.com/fp/ad40b8917c0d05364c0af3e5219a38f7-p_e.jpg,https://www.zillow.com/homedetails/121-Stewart-St-UNIT-2707-Seattle-WA-98101/337597305_zpid/,https://www.zillow.com/seattle-wa-98101/sold/11_p/?searchQueryState=%7B%22mapBounds%22%3A%7B%22north%22%3A47.61880923526842%2C%22east%22%3A-122.30423621667481%2C%22south%22%3A47.602896681836135%2C%22west%22%3A-122.3723857833252%7D%2C%22isMapVisible%22%3Atrue%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A99561%2C%22regionType%22%3A7%7D%5D%2C%22pagination%22%3A%7B%22currentPage%22%3A11%7D%7D
